record_id,trip_start_date,trip_days,distance_km,transport_mode,tuk_engine_type,fuel_type,bus_type,occupancy,congestion_factor,terrain_factor,hotel_class,nightly_kwh_est,season,grid_ef_kgCO2_per_kWh,diesel_gen_l_per_night,water_heating,safari_engine_hours,festival_event,pilgrimage_support_km,pilgrimage_support_liters,meal_plan,food_emissions_kgCO2,rice_kg_per_day,rice_emissions_kgCO2,waste_kg_per_day,waste_method,waste_emissions_kgCO2,plastic_bottles_per_day,plastic_emissions_kgCO2,transport_emissions_kgCO2,accommodation_elec_kgCO2,accommodation_gen_kgCO2,festival_gen_emissions_kgCO2,pilgrimage_emissions_kgCO2,total_trip_emissions_kgCO2
4352,2025-03-08,6,105.8,Public Bus,,Diesel,Public,19,1.12,1.15,Budget Hotel,9.44,wet,0.07,3.18,Electric Boiler,0.0,None,0,0.0,Import-Heavy,40.824,0.6,5.436,1.595,Composting,0.478,2,0.6,0.125,5.223,51.134,0.0,0.0,103.82
4353,2025-07-04,8,1.0,Public Bus,,Petrol,Public,20,1.0,1.0,Budget Hotel,11.06,wet,0.07,0.0,Diesel Boiler,0.0,None,0,0.0,Local,22.512,1.0,12.08,1.143,Open Landfill,4.572,3,1.2,0.001,6.192,32.16,0.0,0.0,78.718
4354,2025-04-19,6,1.0,Train,,Electric,,93,0.8,1.0,Eco-lodge,7.63,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Local,16.884,1.0,9.06,1.33,Composting,0.399,0,0.0,0.0,52.314,0.0,0.0,0.0,78.658
4355,2025-10-01,3,215.2,Private Car,,Petrol,,1,0.91,1.0,5-star,118.97,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Import-Heavy,20.412,0.0,0.0,1.078,Sanitary Landfill,1.617,0,0.0,30.195,25.614,0.0,0.0,0.0,77.837
4356,2025-10-22,5,154.0,Tuk-Tuk,2-stroke,Diesel,,1,0.8,1.15,Budget Hotel,8.9,wet,0.07,0.0,Solar Thermal,0.0,None,0,0.0,Mixed,19.77,1.0,7.55,0.846,Open Landfill,2.116,0,0.0,14.784,3.114,0.0,0.0,0.0,47.333
4357,2025-10-26,8,126.1,Private Car,,Petrol,,2,0.8,1.0,Guesthouse,4.86,wet,0.07,0.0,Solar Thermal,0.0,Small Local Festival,0,0.0,Local,22.512,0.6,7.248,1.672,Open Landfill,6.687,1,0.4,8.439,2.722,0.0,155.453,0.0,203.461
4358,2025-09-14,8,40.4,Public Bus,,Electric,Public,28,1.16,1.0,3-star,23.24,dry,0.82,1.37,Electric Boiler,0.0,None,0,0.0,Local,22.512,0.3,3.624,1.056,Open Landfill,4.223,1,0.4,0.033,172.152,29.373,0.0,0.0,232.316
4359,2025-09-17,7,65.7,Tourist Coach,,LPG,Private,20,1.23,1.15,Guesthouse,6.46,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,19.698,0.6,6.342,0.2,Composting,0.07,2,0.7,0.283,4.637,0.0,0.0,0.0,31.73
4360,2025-06-21,4,79.9,Private Car,,LPG,,1,1.03,1.15,Budget Hotel,11.82,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Mixed,15.816,0.6,3.624,0.2,Sanitary Landfill,0.4,1,0.2,12.39,4.15,0.0,0.0,0.0,36.581
4361,2025-09-06,2,158.9,Hybrid Car,,LPG,,3,1.27,1.0,5-star,112.36,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Mixed,7.908,1.0,3.02,1.491,Open Landfill,1.491,0,0.0,3.158,189.185,0.0,0.0,0.0,204.763
4362,2025-04-29,5,104.2,Tuk-Tuk,4-stroke,Electric,,2,0.8,1.0,4-star,47.6,wet,0.07,0.0,Solar Thermal,0.0,None,0,0.0,Import-Heavy,34.02,1.0,7.55,0.938,Incineration,0.938,1,0.25,2.501,16.658,0.0,0.0,0.0,61.917
4363,2025-11-20,10,111.6,Hybrid Car,,LPG,,1,0.98,1.15,Budget Hotel,11.13,wet,0.07,8.99,Electric Boiler,0.0,None,0,0.0,Local,28.14,0.0,0.0,1.632,Open Landfill,8.159,2,1.0,4.641,9.889,240.932,0.0,0.0,292.761
4364,2025-06-05,6,69.9,Tuk-Tuk,4-stroke,Electric,,1,0.8,1.0,5-star,69.95,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,16.884,0.6,5.436,0.796,Open Landfill,2.389,1,0.3,3.355,30.637,0.0,0.0,0.0,59.001
4365,2025-07-17,5,127.6,Private Car,,Petrol,,1,1.15,1.35,Eco-lodge,9.06,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,14.07,1.0,7.55,0.839,Composting,0.21,1,0.25,25.621,4.222,0.0,0.0,0.0,51.923
4366,2025-05-16,5,98.1,Hybrid Car,,Diesel,,1,0.89,1.0,Budget Hotel,9.4,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,14.07,0.6,4.53,1.297,Sanitary Landfill,3.243,2,0.5,3.506,4.338,0.0,0.0,0.0,30.187
4367,2025-03-23,8,82.6,Tuk-Tuk,2-stroke,Petrol,,2,1.45,1.0,Guesthouse,5.36,wet,0.07,1.75,Diesel Boiler,0.0,None,0,0.0,Local,22.512,0.6,7.248,1.051,Open Landfill,4.205,2,0.8,7.186,3.0,69.68,0.0,0.0,114.631
4368,2025-06-19,5,35.4,Hybrid Car,,Diesel,,4,1.05,1.0,3-star,20.84,dry,0.82,15.15,Electric Boiler,0.0,None,0,0.0,Local,14.07,0.6,4.53,1.963,Sanitary Landfill,4.907,1,0.25,0.363,97.741,203.01,0.0,0.0,324.871
4369,2025-04-20,7,73.2,Train,,Electric,,28,0.8,1.0,Eco-lodge,7.02,dry,0.82,0.0,Diesel Boiler,0.0,None,0,0.0,Local,19.698,1.0,10.57,0.691,Incineration,0.968,1,0.35,0.063,40.276,28.14,0.0,0.0,100.065
4370,2025-01-03,3,15.2,Private Car,,Diesel,,2,0.8,1.0,4-star,48.19,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,8.442,1.0,4.53,0.465,Open Landfill,0.697,0,0.0,0.799,10.75,0.0,0.0,0.0,25.218
4371,2025-03-28,8,77.6,Hybrid Car,,Diesel,,1,1.45,1.0,3-star,20.97,dry,0.82,0.0,Solar Thermal,0.0,Pilgrimage (Pada Yatra),119,83.81,Local,22.512,0.6,7.248,1.15,Composting,0.46,2,0.8,6.648,137.537,0.0,0.0,224.611,399.816
4372,2025-08-09,4,85.3,Hybrid Car,,Electric,,1,1.16,1.0,5-star,129.8,dry,0.82,15.51,Solar Thermal,0.0,None,0,0.0,Local,11.256,1.0,6.04,1.381,Sanitary Landfill,2.761,1,0.2,4.741,425.736,166.267,0.0,0.0,617.001
4373,2025-03-25,4,1.0,Private Car,,Petrol,,1,0.86,1.0,3-star,21.11,wet,0.07,0.4,Electric Boiler,0.0,None,0,0.0,Local,11.256,1.0,6.04,0.458,Open Landfill,0.916,4,0.8,0.124,6.751,4.288,0.0,0.0,30.175
4374,2025-04-07,7,66.2,Train,,Electric,,23,1.06,1.0,3-star,18.58,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Import-Heavy,47.628,1.0,10.57,1.387,Open Landfill,4.854,2,0.7,0.092,10.575,0.0,0.0,0.0,74.418
4375,2025-09-22,5,9.4,Tuk-Tuk,4-stroke,Electric,,1,0.99,1.0,4-star,50.69,wet,0.07,0.0,Electric Boiler,0.0,"Major Festival (e.g., Esala Perahera)",0,0.0,Mixed,19.77,0.3,2.265,0.802,Open Landfill,2.006,3,0.75,0.558,18.792,0.0,1063.153,0.0,1107.294
4376,2025-02-11,8,109.9,Electric Car,,Electric,,2,0.8,1.0,Guesthouse,6.11,dry,0.82,0.0,Electric Boiler,0.0,Small Local Festival,0,0.0,Mixed,31.632,1.0,12.08,0.2,Composting,0.08,0,0.0,131.763,59.773,0.0,39.318,0.0,274.646
4377,2025-09-29,7,118.2,Public Bus,,Petrol,Public,23,1.27,1.0,Guesthouse,6.96,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Local,19.698,1.0,10.57,0.76,Open Landfill,2.661,1,0.35,0.131,57.19,0.0,0.0,0.0,90.599
4378,2025-10-07,9,54.4,Electric Car,,Electric,,1,1.27,1.0,5-star,90.87,dry,0.82,0.0,Solar Thermal,0.0,None,0,0.0,Local,25.326,1.0,13.59,1.018,Incineration,1.832,1,0.45,159.531,670.631,0.0,0.0,0.0,871.36
4379,2025-06-26,4,112.9,Tuk-Tuk,4-stroke,Diesel,,1,1.54,1.35,Budget Hotel,10.37,wet,0.07,0.0,Diesel Boiler,0.0,None,0,0.0,Mixed,15.816,1.0,6.04,1.888,Composting,0.378,0,0.0,10.432,2.904,16.08,0.0,0.0,51.649
4380,2025-06-30,6,115.5,Public Bus,,Electric,Public,30,1.03,1.0,3-star,21.33,wet,0.07,0.76,Diesel Boiler,0.0,None,0,0.0,Import-Heavy,40.824,0.6,5.436,0.539,Composting,0.162,1,0.3,0.079,8.957,36.341,0.0,0.0,92.099
4381,2025-06-21,7,66.2,Tuk-Tuk,4-stroke,Petrol,,1,0.8,1.0,Eco-lodge,7.07,dry,0.82,0.0,Solar Thermal,0.0,Small Local Festival,0,0.0,Import-Heavy,47.628,0.0,0.0,1.032,Incineration,1.445,2,0.7,3.178,40.592,0.0,154.438,0.0,247.981
4382,2025-04-22,4,172.1,Hybrid Car,,Diesel,,1,0.88,1.15,3-star,20.82,wet,0.07,0.0,Electric Boiler,0.0,Small Local Festival,0,0.0,Local,11.256,0.6,3.624,0.654,Incineration,0.523,1,0.2,7.454,6.67,0.0,104.054,0.0,133.782
4383,2025-05-04,5,36.5,Tourist Coach,,Petrol,Private,19,1.0,1.35,Eco-lodge,8.39,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,14.07,0.6,4.53,1.701,Open Landfill,4.253,4,1.0,0.134,3.986,0.0,0.0,0.0,27.973
4384,2025-08-31,9,168.3,Tuk-Tuk,4-stroke,Electric,,2,0.81,1.35,3-star,17.72,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Mixed,35.586,0.6,8.154,1.51,Composting,0.68,1,0.45,4.09,13.051,0.0,0.0,0.0,62.01
4385,2025-03-03,5,66.5,Hybrid Car,,LPG,,1,0.8,1.15,Budget Hotel,9.54,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Local,14.07,0.3,2.265,1.755,Open Landfill,4.388,3,0.75,3.016,51.43,0.0,0.0,0.0,75.919
4386,2025-08-18,5,29.4,Tourist Coach,,Electric,Private,18,1.08,1.0,Guesthouse,5.43,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Local,14.07,0.3,2.265,1.012,Incineration,1.012,0,0.0,0.123,34.543,0.0,0.0,0.0,52.013
4387,2025-03-11,5,58.9,Private Car,,Electric,,1,1.48,1.35,3-star,13.5,dry,0.82,0.48,Electric Boiler,0.0,None,0,0.0,Local,14.07,1.0,7.55,1.257,Open Landfill,3.143,0,0.0,12.486,67.645,6.432,0.0,0.0,111.327
4388,2025-01-30,5,14.0,Train,,Electric,,20,0.8,1.0,Guesthouse,7.48,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Import-Heavy,34.02,1.0,7.55,0.879,Composting,0.22,1,0.25,0.017,42.979,0.0,0.0,0.0,85.036
4389,2025-07-10,9,127.1,Tuk-Tuk,4-stroke,LPG,,1,1.02,1.0,5-star,93.53,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Local,25.326,0.6,8.154,0.856,Composting,0.385,0,0.0,7.779,712.386,0.0,0.0,0.0,754.03
4390,2025-08-24,8,1.0,Private Car,,Petrol,,2,0.91,1.0,Budget Hotel,9.89,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Mixed,31.632,1.0,12.08,0.211,Sanitary Landfill,0.845,0,0.0,0.062,7.216,0.0,0.0,0.0,51.835
4391,2025-10-28,8,163.4,Hybrid Car,,Petrol,,2,1.57,1.0,Budget Hotel,9.42,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Local,22.512,0.6,7.248,2.271,Composting,0.908,1,0.4,5.075,81.505,0.0,0.0,0.0,117.648
4392,2025-08-11,6,23.8,Hybrid Car,,Diesel,,4,0.8,1.15,3-star,22.29,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,16.884,1.5,13.59,1.248,Open Landfill,3.743,1,0.3,0.213,10.621,0.0,0.0,0.0,45.35
4393,2025-05-15,8,130.2,Tourist Coach,,Petrol,Private,19,1.1,1.15,Guesthouse,7.34,wet,0.07,0.0,Solar Thermal,0.0,None,0,0.0,Mixed,31.632,1.0,12.08,0.969,Open Landfill,3.874,3,1.2,0.528,4.112,0.0,0.0,0.0,53.426
4394,2025-02-09,5,81.5,Pilgrimage Support Truck,,Petrol,,5,0.96,1.0,Eco-lodge,8.56,dry,0.82,3.53,Solar Thermal,0.0,None,0,0.0,Mixed,19.77,1.0,7.55,2.249,Open Landfill,5.623,1,0.25,48.022,35.084,47.302,0.0,0.0,163.602
4395,2025-07-12,8,96.2,Hybrid Car,,Petrol,,2,0.97,1.0,Budget Hotel,8.29,dry,0.82,0.0,Electric Boiler,0.0,Small Local Festival,0,0.0,Mixed,31.632,1.0,12.08,0.812,Incineration,1.299,1,0.4,2.263,74.044,0.0,124.718,0.0,246.436
4396,2025-05-18,3,44.6,Private Car,,LPG,,1,1.15,1.0,5-star,100.23,wet,0.07,7.8,Solar Thermal,0.0,None,0,0.0,Mixed,11.862,1.0,4.53,1.33,Sanitary Landfill,1.996,1,0.15,8.199,21.048,62.712,0.0,0.0,110.497
4397,2025-04-02,3,101.2,Private Car,,Electric,,1,1.08,1.0,Budget Hotel,8.84,dry,0.82,0.0,Diesel Boiler,0.0,None,0,0.0,Local,8.442,1.0,4.53,0.2,Open Landfill,0.3,3,0.45,15.508,21.749,12.06,0.0,0.0,63.039
4398,2025-02-13,6,88.1,Private Car,,Electric,,1,0.8,1.0,Eco-lodge,8.6,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Import-Heavy,40.824,1.5,13.59,1.084,Open Landfill,3.252,0,0.0,12.359,4.871,0.0,0.0,0.0,74.896
4399,2025-01-05,6,1.0,Train,,Electric,,99,0.8,1.0,4-star,39.27,dry,0.82,2.56,Solar Thermal,0.0,None,0,0.0,Local,16.884,1.5,13.59,1.6,Open Landfill,4.799,2,0.6,0.0,193.199,41.165,0.0,0.0,270.237
4400,2025-03-01,9,22.2,Train,,Electric,,98,1.18,1.0,Eco-lodge,9.13,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Import-Heavy,61.236,0.3,4.077,1.284,Composting,0.578,2,0.9,0.008,89.551,0.0,0.0,0.0,156.35
4401,2025-05-15,7,47.5,Tourist Coach,,Petrol,Private,20,0.94,1.0,Eco-lodge,8.59,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Local,19.698,1.0,10.57,0.962,Open Landfill,3.368,0,0.0,0.156,66.545,0.0,0.0,0.0,100.337
4402,2025-02-15,6,34.7,Hybrid Car,,Petrol,,3,0.94,1.0,Budget Hotel,8.03,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Local,16.884,1.0,9.06,1.494,Composting,0.448,1,0.3,0.577,54.258,0.0,0.0,0.0,81.527
4403,2025-03-27,9,155.2,Tuk-Tuk,4-stroke,LPG,,1,1.09,1.15,4-star,50.11,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,25.326,0.6,8.154,1.081,Composting,0.487,4,1.8,10.15,33.458,0.0,0.0,0.0,79.374
4404,2025-07-02,6,80.4,Hybrid Car,,LPG,,1,1.27,1.0,Budget Hotel,10.08,wet,0.07,0.0,Solar Thermal,0.0,None,0,0.0,Local,16.884,1.0,9.06,1.253,Composting,0.376,1,0.3,5.841,4.234,0.0,0.0,0.0,36.695
4405,2025-06-01,8,33.3,Hybrid Car,,Electric,,1,0.8,1.0,Budget Hotel,10.56,wet,0.07,0.0,Solar Thermal,0.0,None,0,0.0,Local,22.512,0.6,7.248,1.023,Open Landfill,4.092,1,0.4,1.078,5.913,0.0,0.0,0.0,41.242
4406,2025-10-06,5,50.6,Hybrid Car,,LPG,,1,1.05,1.15,Budget Hotel,10.44,dry,0.82,0.0,Electric Boiler,0.0,"Major Festival (e.g., Esala Perahera)",0,0.0,Local,14.07,1.0,7.55,1.371,Open Landfill,3.429,2,0.5,1.984,55.091,0.0,890.398,0.0,973.022
4407,2025-06-04,8,49.7,Public Bus,,Petrol,Public,45,0.84,1.15,Guesthouse,5.93,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,22.512,0.6,7.248,0.83,Sanitary Landfill,3.321,1,0.4,0.019,5.002,0.0,0.0,0.0,38.502
4408,2025-03-02,7,62.7,Electric Car,,Electric,,2,1.15,1.0,5-star,101.99,wet,0.07,0.0,Diesel Boiler,0.0,None,0,0.0,Mixed,27.678,0.3,3.171,1.736,Open Landfill,6.077,0,0.0,8.043,49.974,28.14,0.0,0.0,123.082
4409,2025-05-19,6,15.5,Public Bus,,Electric,Public,18,0.8,1.0,4-star,55.92,dry,0.82,5.55,Electric Boiler,0.0,None,0,0.0,Local,16.884,0.6,5.436,1.443,Composting,0.433,1,0.3,0.014,289.881,89.244,0.0,0.0,402.191
4410,2025-11-23,4,31.2,Private Car,,LPG,,1,1.21,1.0,5-star,133.85,dry,0.82,1.58,Electric Boiler,0.0,None,0,0.0,Local,11.256,0.6,3.624,1.97,Open Landfill,3.94,1,0.2,6.881,448.867,16.938,0.0,0.0,491.706
4411,2025-04-22,6,126.0,Safari Jeep,,Diesel,,6,1.19,1.0,5-star,99.49,dry,0.82,0.0,Electric Boiler,5.94,None,0,0.0,Local,16.884,0.6,5.436,0.419,Composting,0.126,1,0.3,1.782,504.256,0.0,0.0,0.0,528.784
4412,2025-04-19,6,91.1,Tuk-Tuk,4-stroke,Petrol,,1,0.89,1.15,4-star,45.58,dry,0.82,3.28,Electric Boiler,0.0,None,0,0.0,Import-Heavy,40.824,0.6,5.436,1.6,Incineration,1.92,1,0.3,4.865,238.991,52.742,0.0,0.0,345.078
4413,2025-06-14,5,70.9,Public Bus,,Petrol,Public,22,0.99,1.0,3-star,24.14,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Mixed,19.77,0.6,4.53,0.2,Incineration,0.2,2,0.5,0.064,9.498,0.0,0.0,0.0,34.562
4414,2025-08-24,2,80.2,Tuk-Tuk,2-stroke,Diesel,,2,0.92,1.0,Eco-lodge,8.35,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,5.628,0.3,0.906,1.652,Open Landfill,1.652,2,0.2,4.427,1.589,0.0,0.0,0.0,14.402
4415,2025-04-01,7,77.3,Pilgrimage Support Truck,,Diesel,,13,0.97,1.35,5-star,101.22,dry,0.82,3.72,Electric Boiler,0.0,"Major Festival (e.g., Esala Perahera)",0,0.0,Import-Heavy,47.628,1.0,10.57,0.639,Composting,0.224,1,0.35,16.372,598.235,69.787,955.261,0.0,1698.427
4416,2025-08-20,7,67.5,Hybrid Car,,Petrol,,4,1.21,1.0,Budget Hotel,8.07,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Import-Heavy,47.628,1.0,10.57,1.056,Composting,0.37,1,0.35,0.916,63.518,0.0,0.0,0.0,123.352
4417,2025-03-14,8,111.0,Hybrid Car,,Petrol,,1,0.89,1.0,Budget Hotel,9.18,dry,0.82,1.61,Electric Boiler,0.0,None,0,0.0,Local,22.512,0.0,0.0,1.068,Open Landfill,4.274,5,2.0,5.773,79.926,34.518,0.0,0.0,149.003
4418,2025-04-30,9,106.6,Private Car,,Diesel,,2,1.01,1.0,Budget Hotel,10.8,wet,0.07,3.97,Electric Boiler,0.0,None,0,0.0,Local,25.326,0.6,8.154,0.732,Composting,0.329,3,1.35,7.965,8.696,95.756,0.0,0.0,147.577
4419,2025-01-24,8,1.0,Tuk-Tuk,2-stroke,LPG,,1,1.32,1.15,Guesthouse,6.5,dry,0.82,0.0,Diesel Boiler,0.0,None,0,0.0,Local,22.512,1.0,12.08,0.745,Composting,0.298,0,0.0,0.158,42.616,32.16,0.0,0.0,109.824
4420,2025-01-10,2,72.1,Train,,Electric,,107,0.8,1.0,3-star,18.3,wet,0.07,0.0,Solar Thermal,0.0,None,0,0.0,Import-Heavy,13.608,0.6,1.812,0.308,Open Landfill,0.308,2,0.2,0.016,2.562,0.0,0.0,0.0,18.506
4421,2025-03-01,6,1.0,Public Bus,,Electric,Public,41,1.02,1.0,Budget Hotel,10.04,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Import-Heavy,40.824,0.6,5.436,0.62,Composting,0.186,2,0.6,0.0,64.133,0.0,0.0,0.0,111.179
4422,2025-10-25,5,118.1,Private Car,,LPG,,1,0.8,1.0,Eco-lodge,8.63,wet,0.07,1.63,Electric Boiler,0.0,None,0,0.0,Local,14.07,1.0,7.55,1.026,Open Landfill,2.564,1,0.25,12.297,4.071,21.842,0.0,0.0,62.644
4423,2025-11-14,9,126.1,Private Car,,Petrol,,1,1.22,1.35,4-star,47.34,dry,0.82,0.0,Solar Thermal,0.0,None,0,0.0,Local,25.326,0.6,8.154,0.88,Open Landfill,3.958,1,0.45,21.669,349.352,0.0,0.0,0.0,408.91
4424,2025-10-10,4,43.4,Tourist Coach,,Diesel,Private,29,0.8,1.0,4-star,46.39,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,11.256,0.3,1.812,2.369,Composting,0.474,3,0.6,0.084,13.828,0.0,0.0,0.0,28.054
4425,2025-07-20,2,73.0,Train,,Electric,,65,1.43,1.15,Budget Hotel,10.65,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,5.628,1.5,4.53,1.483,Composting,0.148,1,0.1,0.048,1.912,0.0,0.0,0.0,12.366
4426,2025-10-14,3,1.0,Tuk-Tuk,2-stroke,LPG,,3,1.1,1.35,3-star,23.02,dry,0.82,0.0,Diesel Boiler,0.0,None,0,0.0,Import-Heavy,20.412,1.0,4.53,0.84,Composting,0.126,1,0.15,0.044,56.626,12.06,0.0,0.0,93.948
4427,2025-09-29,4,138.4,Tourist Coach,,Electric,Private,17,1.34,1.0,3-star,19.43,wet,0.07,1.75,Electric Boiler,0.0,None,0,0.0,Mixed,15.816,1.0,6.04,0.658,Composting,0.132,1,0.2,0.764,6.281,18.76,0.0,0.0,47.992
4428,2025-04-30,8,122.6,Hybrid Car,,Diesel,,2,0.82,1.35,Guesthouse,6.41,wet,0.07,2.63,Diesel Boiler,0.0,None,0,0.0,Local,22.512,1.0,12.08,0.2,Open Landfill,0.8,2,0.8,2.031,3.589,88.547,0.0,0.0,130.358
4429,2025-06-28,5,149.0,Public Bus,,Petrol,Public,39,1.53,1.0,4-star,34.85,wet,0.07,3.1,Solar Thermal,0.0,None,0,0.0,Mixed,19.77,1.0,7.55,1.389,Composting,0.347,2,0.5,0.117,12.197,41.54,0.0,0.0,82.021
4430,2025-05-15,8,169.2,Tuk-Tuk,4-stroke,Petrol,,3,1.02,1.0,3-star,19.14,dry,0.82,7.62,Diesel Boiler,0.0,None,0,0.0,Local,22.512,1.0,12.08,0.2,Open Landfill,0.8,2,0.8,3.452,125.541,195.533,0.0,0.0,360.718
4431,2025-06-07,12,6.6,Hybrid Car,,Petrol,,4,0.8,1.15,5-star,104.49,wet,0.07,0.0,Electric Boiler,0.0,Small Local Festival,0,0.0,Local,33.768,1.0,18.12,0.83,Sanitary Landfill,4.979,1,0.6,0.049,90.295,0.0,106.702,0.0,254.512
4432,2025-02-09,4,133.3,Tuk-Tuk,4-stroke,Electric,,3,1.06,1.0,Budget Hotel,7.59,dry,0.82,0.0,Diesel Boiler,0.0,None,0,0.0,Local,11.256,0.6,3.624,1.177,Open Landfill,2.353,2,0.4,2.826,24.891,16.08,0.0,0.0,61.43
4433,2025-10-11,8,168.8,Hybrid Car,,Electric,,2,0.8,1.0,5-star,91.22,wet,0.07,6.72,Electric Boiler,0.0,None,0,0.0,Import-Heavy,54.432,0.0,0.0,1.943,Open Landfill,7.771,1,0.4,2.892,52.766,144.077,0.0,0.0,262.338
4434,2025-08-30,6,1.0,Electric Car,,Electric,,2,0.8,1.0,Budget Hotel,7.64,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Import-Heavy,40.824,1.5,13.59,0.745,Composting,0.224,2,0.6,0.108,4.469,0.0,0.0,0.0,59.815
4435,2025-07-14,10,69.7,Tourist Coach,,Petrol,Private,14,0.8,1.0,Guesthouse,5.41,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Mixed,39.54,0.6,9.06,0.482,Sanitary Landfill,2.411,0,0.0,0.279,5.889,0.0,0.0,0.0,57.179
4436,2025-08-03,6,58.2,Hybrid Car,,Electric,,1,1.11,1.0,3-star,19.03,wet,0.07,0.0,Diesel Boiler,0.0,None,0,0.0,Import-Heavy,40.824,0.6,5.436,2.356,Open Landfill,7.067,1,0.3,3.291,7.991,24.12,0.0,0.0,89.029
4437,2025-07-10,8,131.3,Private Car,,Electric,,1,1.29,1.0,Budget Hotel,8.89,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,22.512,0.6,7.248,1.571,Composting,0.628,1,0.4,27.222,6.661,0.0,0.0,0.0,64.672
4438,2025-04-15,5,1.0,Pilgrimage Support Truck,,LPG,,10,1.39,1.15,Guesthouse,6.6,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,14.07,0.6,4.53,2.747,Open Landfill,6.869,0,0.0,0.269,3.359,0.0,0.0,0.0,29.097
4439,2025-02-04,4,189.0,Private Car,,Petrol,,1,1.28,1.0,Eco-lodge,9.06,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,11.256,0.3,1.812,0.639,Open Landfill,1.277,3,0.6,46.399,3.378,0.0,0.0,0.0,64.722
4440,2025-09-01,6,73.2,Private Car,,Petrol,,1,0.8,1.0,5-star,112.52,wet,0.07,0.98,Electric Boiler,0.0,None,0,0.0,Local,16.884,0.6,5.436,0.978,Incineration,1.173,3,0.9,7.829,48.519,15.758,0.0,0.0,96.499
4441,2025-05-15,5,135.0,Public Bus,,Petrol,Public,27,1.36,1.0,Eco-lodge,8.21,wet,0.07,0.0,Solar Thermal,0.0,None,0,0.0,Local,14.07,1.0,7.55,0.931,Sanitary Landfill,2.328,2,0.5,0.136,2.874,0.0,0.0,0.0,27.458
4442,2025-05-18,9,76.4,Train,,Electric,,81,0.8,1.0,5-star,99.2,wet,0.07,13.18,Electric Boiler,0.0,None,0,0.0,Local,25.326,0.6,8.154,0.495,Open Landfill,2.228,1,0.45,0.023,64.387,317.902,0.0,0.0,418.469
4443,2025-11-19,5,109.5,Tourist Coach,,Electric,Private,27,1.1,1.35,Budget Hotel,9.68,wet,0.07,1.95,Electric Boiler,0.0,None,0,0.0,Mixed,19.77,0.6,4.53,1.474,Incineration,1.474,1,0.25,0.312,4.437,26.13,0.0,0.0,56.903
4444,2025-05-01,4,1.0,Hybrid Car,,Diesel,,1,1.03,1.0,3-star,16.84,dry,0.82,0.0,Solar Thermal,0.0,None,0,0.0,Local,11.256,0.6,3.624,1.376,Open Landfill,2.751,1,0.2,0.059,55.227,0.0,0.0,0.0,73.117
4445,2025-07-04,6,56.9,Tourist Coach,,Electric,Private,5,0.84,1.0,3-star,15.37,wet,0.07,0.0,Solar Thermal,0.0,Pilgrimage (Pada Yatra),101,82.05,Import-Heavy,40.824,0.6,5.436,1.649,Composting,0.495,2,0.6,0.669,6.457,0.0,0.0,219.894,274.375
